sample_id	slot	source_field	discovery_uri	generation	byte_size	checksum_algorithm	checksum_value	created_at	updated_at	immutable_read_uri	metageneration	crc32c_base64	md5_base64	etag
HG02300	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b16a1e3b-2269-4115-bb60-ab232cef736d/call-CpgPileup/HG02300.hap2.bed.gz	1777750238379939	244678207	md5_base64	ylzqI0eNK24AGJdd5VjesQ==	2026-05-02T19:30:38.385Z	2026-06-02T20:03:28.172Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b16a1e3b-2269-4115-bb60-ab232cef736d/call-CpgPileup/HG02300.hap2.bed.gz?generation=1777750238379939	2	tPAnrA==	ylzqI0eNK24AGJdd5VjesQ==	CKP/1Nurm5QDEAI=
HG02300	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b16a1e3b-2269-4115-bb60-ab232cef736d/call-CpgPileup/HG02300.hap2.bed.gz.tbi	1777750210475040	1515234	md5_base64	tijv61zk6v/WIdgo/W2q6g==	2026-05-02T19:30:10.479Z	2026-06-02T19:53:29.033Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b16a1e3b-2269-4115-bb60-ab232cef736d/call-CpgPileup/HG02300.hap2.bed.gz.tbi?generation=1777750210475040	2	Wsy6Qg==	tijv61zk6v/WIdgo/W2q6g==	CKDorc6rm5QDEAI=
HG02391	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.combined.bed.gz	1777750283704771	327192762	md5_base64	DCWyizsbCIbBcFPJIVHKcg==	2026-05-02T19:31:23.709Z	2026-06-02T19:44:02.973Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.combined.bed.gz?generation=1777750283704771	2	/+d6ZQ==	DCWyizsbCIbBcFPJIVHKcg==	CMOzo/Grm5QDEAI=
HG02391	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.combined.bed.gz.tbi	1777750292924192	1693656	md5_base64	O7OABE28PksfnDJtHGV5wA==	2026-05-02T19:31:32.928Z	2026-06-03T15:48:04.159Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.combined.bed.gz.tbi?generation=1777750292924192	3	q9TWcA==	O7OABE28PksfnDJtHGV5wA==	CKCO1vWrm5QDEAM=
HG02391	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.hap1.bed.gz	1777750291025541	276831693	md5_base64	9A4tpxGit6z2vZmTU2X5EQ==	2026-05-02T19:31:31.029Z	2026-06-03T15:44:09.430Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.hap1.bed.gz?generation=1777750291025541	3	yOjY1g==	9A4tpxGit6z2vZmTU2X5EQ==	CIWd4vSrm5QDEAM=
HG02391	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.hap1.bed.gz.tbi	1777750295282088	1556710	md5_base64	D1OKSUYLqU5nLXm0vAeN7g==	2026-05-02T19:31:35.287Z	2026-06-03T15:13:57.909Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.hap1.bed.gz.tbi?generation=1777750295282088	3	hGqNjg==	D1OKSUYLqU5nLXm0vAeN7g==	CKiD5varm5QDEAM=
HG02391	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.hap2.bed.gz	1777750277427732	277077229	md5_base64	HqtEa51I1ehPrXn4EzSzyQ==	2026-05-02T19:31:17.433Z	2026-06-03T15:35:08.548Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.hap2.bed.gz?generation=1777750277427732	3	KGQRjQ==	HqtEa51I1ehPrXn4EzSzyQ==	CJSkpO6rm5QDEAM=
HG02391	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.hap2.bed.gz.tbi	1777750297215603	1558039	md5_base64	f2Gz1PiitX99/+nMvKuhPA==	2026-05-02T19:31:37.219Z	2026-06-03T15:33:04.475Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/fb4bbd28-5d61-4129-83c8-c23e6405c24e/call-CpgPileup/HG02391.hap2.bed.gz.tbi?generation=1777750297215603	3	j2vA4w==	f2Gz1PiitX99/+nMvKuhPA==	CPOE3Perm5QDEAM=
HG02392	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.combined.bed.gz	1777748453530695	332387174	md5_base64	owaR4T9YCqdetCr7ItwKgw==	2026-05-02T19:00:53.535Z	2026-06-02T20:11:23.081Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.combined.bed.gz?generation=1777748453530695	2	PHiqBQ==	owaR4T9YCqdetCr7ItwKgw==	CMe4yoilm5QDEAI=
HG02392	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.combined.bed.gz.tbi	1777748470622402	1693585	md5_base64	luYAMHS46lqqA3hzJ3jjgA==	2026-05-02T19:01:10.625Z	2026-06-03T15:26:22.967Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.combined.bed.gz.tbi?generation=1777748470622402	3	JhUtXA==	luYAMHS46lqqA3hzJ3jjgA==	CMLR3ZClm5QDEAM=
HG02392	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.hap1.bed.gz	1777748463085048	278728907	md5_base64	MG+c0gDGri1XNEu+MbNz9Q==	2026-05-02T19:01:03.088Z	2026-06-03T16:02:06.635Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.hap1.bed.gz?generation=1777748463085048	3	lhuxOg==	MG+c0gDGri1XNEu+MbNz9Q==	CPjLkY2lm5QDEAM=
HG02392	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.hap1.bed.gz.tbi	1777748455361892	1550579	md5_base64	0Bcqs390Q9a0H0wNzQJgHA==	2026-05-02T19:00:55.365Z	2026-06-03T15:42:03.654Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.hap1.bed.gz.tbi?generation=1777748455361892	3	43TYvQ==	0Bcqs390Q9a0H0wNzQJgHA==	COSauomlm5QDEAM=
HG02392	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.hap2.bed.gz	1777748468809953	278655804	md5_base64	Y56qAADoDm/1zM0ZPL9HqA==	2026-05-02T19:01:08.814Z	2026-06-03T15:39:07.095Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.hap2.bed.gz?generation=1777748468809953	3	yMh2YQ==	Y56qAADoDm/1zM0ZPL9HqA==	COGB74+lm5QDEAM=
HG02392	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.hap2.bed.gz.tbi	1777748448193863	1551068	md5_base64	3ZSPxBJyCGfmX8fFWWb+JA==	2026-05-02T19:00:48.197Z	2026-06-03T15:36:29.053Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/043d481e-9d8a-4a0b-a047-759371fe7860/call-CpgPileup/HG02392.hap2.bed.gz.tbi?generation=1777748448193863	3	wdR10A==	3ZSPxBJyCGfmX8fFWWb+JA==	CMfahIalm5QDEAM=
HG02451	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.combined.bed.gz	1777749839152889	362972265	md5_base64	nHNnHBlfydvwWj/oDWoPDw==	2026-05-02T19:23:59.158Z	2026-06-02T20:17:00.928Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.combined.bed.gz?generation=1777749839152889	2	FT4ZLw==	nHNnHBlfydvwWj/oDWoPDw==	CPmNpp2qm5QDEAI=
HG02451	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.combined.bed.gz.tbi	1777749854594784	1684778	md5_base64	eejxuYDX/1iF0+wM3zgPpw==	2026-05-02T19:24:14.597Z	2026-06-03T15:18:00.240Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.combined.bed.gz.tbi?generation=1777749854594784	3	qSn2Gw==	eejxuYDX/1iF0+wM3zgPpw==	CODN1KSqm5QDEAM=
HG02451	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.hap1.bed.gz	1777749852725508	321923670	md5_base64	X6Xg1khTz9Zlx2QZ7vZgbQ==	2026-05-02T19:24:12.729Z	2026-06-03T15:29:40.353Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.hap1.bed.gz?generation=1777749852725508	3	5e68JQ==	X6Xg1khTz9Zlx2QZ7vZgbQ==	CITC4qOqm5QDEAM=
HG02451	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.hap1.bed.gz.tbi	1777749856441568	1659566	md5_base64	WM3OC8k7E9whVwA2c/C9oQ==	2026-05-02T19:24:16.444Z	2026-06-02T20:27:02.830Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.hap1.bed.gz.tbi?generation=1777749856441568	2	JYiUEg==	WM3OC8k7E9whVwA2c/C9oQ==	COCpxaWqm5QDEAI=
HG02451	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.hap2.bed.gz	1777749825503252	321707025	md5_base64	N3EbtnpACcDm/gZ0PpnHfA==	2026-05-02T19:23:45.507Z	2026-06-03T15:52:46.948Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.hap2.bed.gz?generation=1777749825503252	3	4MvkRA==	N3EbtnpACcDm/gZ0PpnHfA==	CJSA5Zaqm5QDEAM=
HG02451	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.hap2.bed.gz.tbi	1777749858323512	1659620	md5_base64	Gv6QDktgVqqfqV0ais/sWQ==	2026-05-02T19:24:18.328Z	2026-06-02T19:49:58.797Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/4992ebe8-0031-4ae2-acd5-e100c2a6aa9b/call-CpgPileup/HG02451.hap2.bed.gz.tbi?generation=1777749858323512	2	40I/vg==	Gv6QDktgVqqfqV0ais/sWQ==	CLiYuKaqm5QDEAI=
HG02486	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.combined.bed.gz	1777750376916389	284519936	md5_base64	JKavI0g3OaIvPdqOOy7kcA==	2026-05-02T19:32:56.920Z	2026-06-03T15:36:19.292Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.combined.bed.gz?generation=1777750376916389	3	2RrYXg==	JKavI0g3OaIvPdqOOy7kcA==	CKXL3J2sm5QDEAM=
HG02486	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.combined.bed.gz.tbi	1777750362063738	1680944	md5_base64	nS7DZyzTUotzU4nMq+YjHw==	2026-05-02T19:32:42.079Z	2026-06-02T20:03:28.172Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.combined.bed.gz.tbi?generation=1777750362063738	2	iBP2Lw==	nS7DZyzTUotzU4nMq+YjHw==	CPqG0pasm5QDEAI=
HG02486	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.hap1.bed.gz	1777750369049476	217359597	md5_base64	B/hEM2xaYLu4qcwzOL5vvg==	2026-05-02T19:32:49.054Z	2026-06-03T15:36:06.630Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.hap1.bed.gz?generation=1777750369049476	3	78Mu4A==	B/hEM2xaYLu4qcwzOL5vvg==	CIS3/Jmsm5QDEAM=
HG02486	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.hap1.bed.gz.tbi	1777750370972681	1530176	md5_base64	mG3LD0z0Tv7yMVKKtNmeVA==	2026-05-02T19:32:50.976Z	2026-06-02T20:29:19.098Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.hap1.bed.gz.tbi?generation=1777750370972681	2	zeCi7w==	mG3LD0z0Tv7yMVKKtNmeVA==	CIno8Zqsm5QDEAI=
HG02486	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.hap2.bed.gz	1777750360202480	216964881	md5_base64	u2I5TBvZYCzfdrUxYtv1RA==	2026-05-02T19:32:40.205Z	2026-06-02T19:57:17.952Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.hap2.bed.gz?generation=1777750360202480	2	QDc8mQ==	u2I5TBvZYCzfdrUxYtv1RA==	CPC54JWsm5QDEAI=
HG02486	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.hap2.bed.gz.tbi	1777750378783902	1529946	md5_base64	x26Xt1JyJl29zP8oNCDq/A==	2026-05-02T19:32:58.787Z	2026-06-03T14:33:02.677Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/8307f4d9-d641-4672-9ef7-36df748c438f/call-CpgPileup/HG02486.hap2.bed.gz.tbi?generation=1777750378783902	3	XFPBiA==	x26Xt1JyJl29zP8oNCDq/A==	CJ7Jzp6sm5QDEAM=
HG02514	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.combined.bed.gz	1777759328638071	342643405	md5_base64	rPBsllj2QnTkrwmIWFCVJg==	2026-05-02T22:02:08.642Z	2026-06-02T20:01:53.341Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.combined.bed.gz?generation=1777759328638071	2	lLEKsg==	rPBsllj2QnTkrwmIWFCVJg==	CPeonsrNm5QDEAI=
HG02514	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.combined.bed.gz.tbi	1777759320286135	1693850	md5_base64	eshTL6yb/zbwRMAt/WDzLw==	2026-05-02T22:02:00.291Z	2026-06-03T14:48:09.855Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.combined.bed.gz.tbi?generation=1777759320286135	3	znfNHw==	eshTL6yb/zbwRMAt/WDzLw==	CLfHoMbNm5QDEAM=
HG02514	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.hap1.bed.gz	1777759337299090	286370080	md5_base64	gzGfMVnHBMe5vozznAoubQ==	2026-05-02T22:02:17.304Z	2026-06-03T15:26:58.629Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.hap1.bed.gz?generation=1777759337299090	3	q5aTMw==	gzGfMVnHBMe5vozznAoubQ==	CJL5rs7Nm5QDEAM=
HG02514	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.hap1.bed.gz.tbi	1777759322000258	1559517	md5_base64	4NaEWsvr8ssNd2/v4UqYWQ==	2026-05-02T22:02:02.005Z	2026-06-03T16:03:10.385Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.hap1.bed.gz.tbi?generation=1777759322000258	3	PDmAnw==	4NaEWsvr8ssNd2/v4UqYWQ==	CIKXicfNm5QDEAM=
HG02514	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.hap2.bed.gz	1777759347965942	286096746	md5_base64	dNwdwGj4xoHMstTr1307Zg==	2026-05-02T22:02:27.971Z	2026-06-03T15:48:58.094Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.hap2.bed.gz?generation=1777759347965942	3	Hhm2FA==	dNwdwGj4xoHMstTr1307Zg==	CPb/udPNm5QDEAM=
HG02514	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.hap2.bed.gz.tbi	1777759330483910	1558761	md5_base64	xwuBkKL5vJCid+SSlKv/jg==	2026-05-02T22:02:10.492Z	2026-06-03T16:04:16.227Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ec8dae6f-d8e5-4f53-8eeb-e6a5f4f4edb1/call-CpgPileup/attempt-2/HG02514.hap2.bed.gz.tbi?generation=1777759330483910	3	u3tTFg==	xwuBkKL5vJCid+SSlKv/jg==	CMb9jsvNm5QDEAM=
